stanica1,stanica2,distance,duration
176,177,2189.8,152.5
177,178,591.3,36.7
178,179,698.7,43.2
179,180,508.8,30.5
180,181,684.9,51.2
181,182,1640.0,147.2
182,17,835.7,124.2
17,73,666.9,128.5
